Loan_ID,Customer_ID,Branch_ID,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Application_Date,Approval_Date,Loan_Status,Default_Status
L003661,C04596,B001,Auto,20000,9.52,60,2023-07-16,2023-07-23,Approved,Current
L003662,C01068,B026,Auto,21600,13.45,60,2024-03-17,2024-03-30,Approved,Current
L003663,C01133,B026,Personal,0,14.5,48,2023-01-15,2023-01-27,Rejected,Current
L003664,C01122,B004,Home,242600,11.42,12,2024-09-17,2024-10-02,Approved,Current
L003665,C01242,B026,Business,91700,13.65,36,2023-01-06,2023-01-08,Approved,Current
L003666,C00947,B004,Home,0,9.86,36,2024-05-30,2024-05-31,Rejected,Current
L003667,C03148,B016,Home,0,14.06,36,2024-11-15,2024-11-21,Rejected,Current
L003668,C01616,B005,Home,76600,9.62,24,2025-04-12,2025-04-13,Approved,Current
L003669,C04660,B016,Auto,78500,12.74,12,2025-12-15,2026-01-03,Approved,Default
L003670,C00063,B008,Business,81100,12.47,48,2025-08-16,2025-08-26,Approved,Current
L003671,C00394,B020,Personal,79900,13.29,60,2025-11-04,2025-11-18,Approved,Current
L003672,C01527,B017,Home,283000,13.78,36,2023-04-01,2023-04-03,Approved,Current
L003673,C01502,B017,Home,506000,14.2,60,2024-12-17,2024-12-26,Approved,Current
L003674,C00520,B020,Personal,31100,11.11,60,2023-08-27,2023-08-30,Approved,Current
L003675,C00389,B016,Education,30600,13.38,36,2024-06-04,2024-06-23,Approved,Current
L003676,C00588,B010,Personal,13000,10.27,48,2023-07-04,2023-07-18,Approved,Current
L003677,C03498,B011,Personal,0,10.92,36,2023-07-14,2023-07-30,Rejected,Current
L003678,C03062,B030,Auto,0,12.72,36,2025-11-28,2025-12-05,Rejected,Current
L003679,C04732,B029,Personal,0,12.03,48,2025-11-29,2025-11-30,Rejected,Current
L003680,C02572,B023,Auto,44900,13.21,36,2023-01-16,2023-01-21,Approved,Current
L003681,C00280,B027,Business,0,11.31,48,2024-11-23,2024-11-26,Rejected,Current
L003682,C03117,B021,Personal,21900,11.58,60,2023-03-06,2023-03-23,Approved,Current
L003683,C03473,B007,Personal,13900,11.0,84,2023-10-12,2023-10-26,Approved,Current
L003684,C01985,B029,Personal,31400,13.36,72,2023-05-26,2023-06-11,Approved,Current
L003685,C02282,B026,Personal,16100,12.6,72,2023-09-24,2023-10-01,Approved,Current
L003686,C04282,B005,Personal,18900,14.0,72,2024-10-21,2024-10-30,Approved,Current
L003687,C00805,B009,Business,141000,11.44,36,2025-01-05,2025-01-12,Approved,Current
L003688,C00075,B009,Business,92000,12.87,72,2025-10-06,2025-10-21,Approved,Current
L003689,C02986,B029,Personal,6600,9.07,36,2025-09-08,2025-09-28,Approved,Current
L003690,C00710,B012,Business,168400,12.01,72,2024-02-03,2024-02-06,Approved,Current
L003691,C03663,B019,Personal,35900,12.92,48,2023-10-18,2023-11-03,Approved,Current
L003692,C04631,B024,Auto,11700,11.66,60,2023-03-21,2023-04-08,Approved,Current
L003693,C01431,B026,Personal,0,13.24,84,2024-01-07,2024-01-14,Rejected,Current
L003694,C04992,B021,Personal,0,16.06,72,2025-10-08,2025-10-25,Rejected,Current
L003695,C00647,B021,Business,107900,10.58,60,2025-04-03,2025-04-21,Approved,Current
L003696,C02039,B007,Home,185400,9.35,36,2025-08-30,2025-09-02,Approved,Current
L003697,C04134,B013,Auto,0,12.1,72,2023-02-19,2023-03-02,Rejected,Current
L003698,C03939,B001,Home,104900,12.92,24,2023-05-01,2023-05-15,Approved,Current
L003699,C02216,B017,Personal,0,10.99,48,2025-10-04,2025-10-21,Rejected,Current
L003700,C03357,B027,Auto,0,11.8,48,2024-04-02,2024-04-21,Rejected,Current
L003701,C00103,B008,Business,94200,10.34,48,2023-08-14,2023-09-03,Approved,Current
L003702,C00145,B018,Personal,0,11.18,60,2023-10-05,2023-10-10,Rejected,Current
L003703,C00755,B021,Home,488600,14.8,36,2025-09-15,2025-09-18,Approved,Default
L003704,C04058,B025,Auto,0,14.14,48,2023-01-04,2023-01-20,Rejected,Current
L003705,C04462,B001,Auto,37800,13.36,60,2025-07-07,2025-07-08,Approved,Default
L003706,C01831,B020,Auto,55600,11.49,60,2023-05-31,2023-06-11,Approved,Current
L003707,C03710,B021,Auto,19200,10.31,48,2023-01-06,2023-01-16,Approved,Default
L003708,C00083,B015,Education,0,13.93,12,2025-07-10,2025-07-17,Rejected,Current
L003709,C01312,B013,Home,0,16.04,36,2025-08-12,2025-08-28,Rejected,Current
L003710,C03340,B010,Auto,26500,13.01,72,2023-03-26,2023-03-28,Approved,Current
L003711,C03695,B030,Auto,57600,12.44,72,2024-02-22,2024-03-01,Approved,Current
L003712,C03932,B006,Auto,0,15.23,60,2023-06-03,2023-06-18,Rejected,Current
L003713,C03448,B024,Home,497800,11.72,24,2024-12-14,2024-12-30,Approved,Current
L003714,C03669,B022,Auto,0,14.1,24,2024-12-06,2024-12-09,Rejected,Current
L003715,C01616,B028,Auto,0,11.45,72,2024-01-08,2024-01-28,Rejected,Current
L003716,C04247,B029,Auto,14200,12.07,72,2025-06-22,2025-06-24,Approved,Current
L003717,C02804,B025,Personal,12200,10.36,36,2023-02-27,2023-03-14,Approved,Current
L003718,C04826,B003,Home,125400,13.87,60,2025-02-07,2025-02-21,Approved,Current
L003719,C02063,B026,Business,82000,14.34,72,2023-08-09,2023-08-18,Approved,Current
L003720,C04197,B013,Business,49400,10.42,24,2023-08-26,2023-08-30,Approved,Current
L003721,C00780,B016,Business,91300,11.51,60,2025-04-30,2025-05-08,Approved,Current
L003722,C01059,B005,Auto,0,16.72,72,2024-12-02,2024-12-12,Rejected,Current
L003723,C02399,B009,Personal,7800,13.9,60,2024-01-29,2024-02-15,Approved,Current
L003724,C03005,B024,Home,130500,16.03,36,2025-09-23,2025-09-29,Approved,Current
L003725,C02331,B023,Personal,0,11.19,84,2023-12-15,2023-12-20,Rejected,Current
L003726,C04733,B019,Business,113900,11.0,36,2023-11-18,2023-11-28,Approved,Current
L003727,C01760,B015,Personal,6600,11.13,36,2025-06-13,2025-06-30,Approved,Current
L003728,C04621,B009,Business,0,12.68,24,2025-02-15,2025-03-03,Rejected,Current
L003729,C04261,B025,Business,107600,8.81,24,2025-04-07,2025-04-24,Approved,Current
L003730,C00428,B015,Business,100400,14.71,60,2023-05-06,2023-05-24,Approved,Current
L003731,C03877,B014,Business,68800,13.04,36,2025-10-02,2025-10-22,Approved,Current
L003732,C02491,B019,Auto,106900,14.27,72,2024-01-09,2024-01-18,Approved,Current
L003733,C02117,B025,Auto,0,13.12,72,2024-07-08,2024-07-19,Rejected,Current
L003734,C02322,B017,Home,0,12.04,24,2024-12-15,2024-12-17,Rejected,Current
L003735,C00560,B001,Personal,29100,13.62,48,2025-03-28,2025-04-11,Approved,Current
L003736,C04945,B027,Personal,0,14.25,60,2024-06-13,2024-06-28,Rejected,Current
L003737,C01386,B001,Personal,0,11.93,60,2023-03-18,2023-03-19,Rejected,Current
L003738,C02618,B019,Education,19700,9.63,24,2023-10-17,2023-10-18,Approved,Current
L003739,C01955,B013,Personal,52300,13.45,36,2025-04-30,2025-05-09,Approved,Current
L003740,C00590,B024,Auto,30800,11.26,60,2023-04-29,2023-05-11,Approved,Current
L003741,C00499,B022,Personal,22700,11.99,48,2023-08-06,2023-08-23,Approved,Current
L003742,C02823,B023,Education,28000,12.86,60,2024-12-25,2025-01-09,Approved,Current
L003743,C01530,B006,Home,171300,12.81,12,2025-06-23,2025-06-27,Approved,Current
L003744,C01639,B029,Home,215600,15.98,48,2025-03-26,2025-03-31,Approved,Current
L003745,C01133,B016,Home,96400,13.36,60,2025-11-01,2025-11-15,Approved,Current
L003746,C04484,B017,Business,32100,12.67,84,2023-11-16,2023-11-22,Approved,Current
L003747,C00416,B012,Personal,0,17.71,24,2023-01-26,2023-02-01,Rejected,Current
L003748,C04997,B005,Business,58500,13.49,60,2024-01-26,2024-02-14,Approved,Current
L003749,C01592,B016,Auto,43200,10.72,12,2023-02-24,2023-02-25,Approved,Current
L003750,C04408,B011,Personal,22900,11.78,36,2023-05-31,2023-06-09,Approved,Current
L003751,C03884,B007,Personal,0,14.05,48,2024-04-07,2024-04-08,Rejected,Current
L003752,C01608,B014,Business,0,12.31,36,2025-07-01,2025-07-05,Rejected,Current
L003753,C03725,B024,Personal,17900,13.56,60,2025-07-23,2025-08-08,Approved,Current
L003754,C01716,B021,Business,42600,13.41,12,2024-05-25,2024-05-30,Approved,Current
L003755,C00203,B008,Personal,0,11.46,72,2025-02-11,2025-02-27,Rejected,Current
L003756,C03855,B030,Auto,0,14.72,36,2024-02-08,2024-02-22,Rejected,Current
L003757,C03960,B021,Auto,0,13.18,24,2023-12-29,2024-01-07,Rejected,Current
L003758,C00110,B001,Auto,30400,9.91,48,2025-05-11,2025-05-25,Approved,Current
L003759,C04178,B027,Home,253900,10.61,48,2024-12-19,2025-01-04,Approved,Current
L003760,C00769,B028,Business,408500,11.63,12,2024-04-19,2024-04-25,Approved,Current
L003761,C00139,B027,Business,184600,14.72,60,2025-02-08,2025-02-25,Approved,Current
L003762,C00221,B021,Home,199000,11.75,60,2023-08-16,2023-08-17,Approved,Current
L003763,C00861,B029,Auto,0,11.89,48,2023-12-13,2023-12-31,Rejected,Current
L003764,C03928,B001,Auto,0,13.07,24,2025-03-18,2025-03-29,Rejected,Current
L003765,C02388,B004,Education,15700,15.51,72,2023-08-05,2023-08-16,Approved,Current
L003766,C02526,B024,Business,135900,12.13,60,2024-07-01,2024-07-13,Approved,Current
L003767,C01446,B006,Personal,0,10.17,36,2024-12-24,2024-12-26,Rejected,Current
L003768,C01610,B018,Personal,21100,13.9,60,2025-10-10,2025-10-26,Approved,Current
L003769,C00199,B014,Education,0,12.06,24,2023-10-01,2023-10-11,Rejected,Current
L003770,C02864,B028,Personal,17900,10.05,24,2023-04-25,2023-05-09,Approved,Current
L003771,C01161,B019,Education,29600,13.29,48,2023-07-22,2023-07-29,Approved,Current
L003772,C01370,B017,Auto,0,14.85,60,2024-06-01,2024-06-09,Rejected,Current
L003773,C03572,B006,Personal,15900,12.55,72,2023-11-04,2023-11-14,Approved,Current
L003774,C02223,B026,Home,93300,13.59,84,2025-07-01,2025-07-11,Approved,Current
L003775,C00489,B016,Home,131600,13.4,60,2025-06-13,2025-06-23,Approved,Current
L003776,C03541,B026,Business,183400,14.22,60,2023-03-07,2023-03-21,Approved,Current
L003777,C02868,B015,Home,167500,12.51,48,2025-08-10,2025-08-29,Approved,Current
L003778,C02428,B015,Home,0,11.63,12,2023-07-27,2023-08-05,Rejected,Current
L003779,C01878,B006,Education,29800,10.5,24,2023-10-05,2023-10-22,Approved,Current
L003780,C04538,B019,Personal,0,14.35,84,2024-09-16,2024-10-05,Rejected,Current
L003781,C00865,B015,Auto,0,12.48,36,2023-05-19,2023-05-21,Rejected,Current
L003782,C02181,B017,Home,148500,10.8,60,2024-11-06,2024-11-21,Approved,Current
L003783,C03029,B002,Personal,19900,10.17,36,2023-11-28,2023-12-04,Approved,Current
L003784,C03099,B001,Personal,24800,13.08,48,2024-06-30,2024-07-16,Approved,Current
L003785,C03329,B019,Home,197900,10.3,24,2025-12-02,2025-12-19,Approved,Current
L003786,C03635,B003,Personal,25700,8.48,60,2025-06-07,2025-06-17,Approved,Current
L003787,C00656,B017,Home,80200,10.91,24,2024-11-11,2024-11-23,Approved,Current
L003788,C01380,B024,Auto,51500,11.96,60,2025-04-11,2025-04-23,Approved,Current
L003789,C00236,B007,Auto,17200,14.39,24,2023-09-28,2023-10-17,Approved,Current
L003790,C00989,B014,Home,317800,11.29,60,2023-10-27,2023-11-02,Approved,Current
L003791,C01383,B014,Home,0,11.86,48,2025-12-01,2025-12-03,Rejected,Current
L003792,C00815,B011,Personal,6400,13.2,36,2024-11-29,2024-12-17,Approved,Current
L003793,C02967,B016,Personal,0,11.05,36,2023-10-12,2023-10-19,Rejected,Current
L003794,C01690,B022,Home,319800,11.12,60,2025-07-25,2025-07-30,Approved,Current
L003795,C03801,B030,Education,55900,9.18,24,2023-09-19,2023-09-27,Approved,Current
L003796,C02487,B007,Personal,0,12.91,72,2025-09-22,2025-10-04,Rejected,Current
L003797,C01666,B027,Home,0,15.19,60,2023-07-13,2023-07-14,Rejected,Current
L003798,C02636,B018,Auto,0,13.49,36,2023-03-22,2023-04-06,Rejected,Current
L003799,C03987,B024,Auto,0,11.78,84,2024-02-15,2024-02-28,Rejected,Current
L003800,C01824,B023,Education,35100,11.52,60,2024-12-30,2025-01-09,Approved,Current
L003801,C04089,B017,Personal,14200,10.75,36,2025-01-25,2025-02-12,Approved,Current
L003802,C00611,B027,Personal,31000,10.32,72,2025-05-04,2025-05-22,Approved,Current
L003803,C01336,B024,Home,319600,13.48,24,2023-02-20,2023-02-27,Approved,Current
L003804,C03869,B012,Personal,16500,10.71,60,2023-02-09,2023-02-24,Approved,Current
L003805,C04326,B012,Home,120200,9.73,24,2025-02-07,2025-02-12,Approved,Current
L003806,C03693,B011,Business,63700,12.57,84,2025-07-09,2025-07-14,Approved,Current
L003807,C04436,B013,Auto,0,10.94,12,2023-08-11,2023-08-12,Rejected,Current
L003808,C03567,B012,Personal,30400,10.69,36,2024-06-01,2024-06-07,Approved,Current
L003809,C02212,B023,Personal,17800,11.18,48,2024-08-29,2024-09-14,Approved,Current
L003810,C02164,B026,Education,0,9.81,48,2024-01-16,2024-01-24,Rejected,Current
L003811,C00071,B010,Home,0,10.32,48,2023-09-29,2023-10-03,Rejected,Current
L003812,C01750,B002,Education,26700,14.36,60,2023-05-26,2023-06-08,Approved,Current
L003813,C04946,B003,Auto,16600,11.0,12,2024-03-09,2024-03-28,Approved,Current
L003814,C00342,B022,Education,30600,13.97,48,2025-04-19,2025-04-29,Approved,Current
L003815,C04684,B011,Business,182300,10.09,60,2023-08-17,2023-09-03,Approved,Current
L003816,C02827,B006,Home,107900,11.83,36,2025-01-12,2025-02-01,Approved,Current
L003817,C03832,B020,Business,108300,12.13,60,2024-03-29,2024-04-16,Approved,Current
L003818,C02380,B024,Home,0,10.89,60,2023-12-29,2024-01-03,Rejected,Current
L003819,C03870,B026,Personal,20300,14.24,48,2024-01-29,2024-02-10,Approved,Current
L003820,C04203,B002,Personal,13500,10.66,36,2024-07-23,2024-07-24,Approved,Current
L003821,C03274,B013,Home,186100,10.08,36,2024-11-12,2024-11-13,Approved,Current
L003822,C02440,B003,Personal,30500,11.92,36,2025-01-08,2025-01-11,Approved,Current
L003823,C04326,B007,Personal,20800,8.12,60,2025-11-17,2025-11-24,Approved,Current
L003824,C02068,B004,Home,0,14.89,60,2024-08-23,2024-09-03,Rejected,Current
L003825,C03540,B012,Education,0,9.34,24,2024-08-26,2024-09-15,Rejected,Current
L003826,C04748,B027,Auto,42500,10.95,48,2023-11-09,2023-11-24,Approved,Current
L003827,C00472,B024,Home,95500,9.41,72,2025-11-18,2025-11-21,Approved,Current
L003828,C03766,B014,Personal,25500,11.82,60,2025-01-16,2025-01-24,Approved,Current
L003829,C04170,B010,Personal,0,12.87,72,2024-10-24,2024-10-27,Rejected,Current
L003830,C00654,B009,Auto,16200,13.76,72,2023-02-26,2023-03-11,Approved,Current
L003831,C00462,B022,Business,27300,11.13,24,2024-05-09,2024-05-11,Approved,Current
L003832,C01174,B006,Home,104300,13.39,60,2025-09-26,2025-09-29,Approved,Current
L003833,C01668,B012,Auto,30200,10.3,60,2023-05-27,2023-06-15,Approved,Current
L003834,C03746,B022,Auto,55800,12.07,12,2023-08-17,2023-09-01,Approved,Current
L003835,C03322,B008,Personal,0,12.39,60,2025-05-03,2025-05-18,Rejected,Current
L003836,C00640,B011,Home,251100,15.53,36,2023-11-28,2023-12-18,Approved,Default
L003837,C04370,B018,Auto,6500,12.92,72,2025-02-14,2025-02-21,Approved,Current
L003838,C00482,B002,Auto,0,13.71,60,2024-03-17,2024-03-20,Rejected,Current
L003839,C00082,B030,Personal,0,15.41,60,2025-09-27,2025-10-14,Rejected,Current
L003840,C03304,B010,Personal,57100,12.71,60,2024-02-15,2024-02-17,Approved,Current
L003841,C04127,B013,Auto,11300,12.55,48,2023-08-01,2023-08-17,Approved,Current
L003842,C02794,B006,Personal,0,16.39,60,2023-04-19,2023-04-30,Rejected,Current
L003843,C01108,B023,Business,33400,9.5,60,2024-06-28,2024-07-07,Approved,Current
L003844,C03786,B010,Personal,13300,13.43,24,2024-11-16,2024-11-27,Approved,Current
L003845,C00251,B029,Personal,7100,15.01,36,2024-02-25,2024-03-01,Approved,Current
L003846,C02435,B022,Personal,63800,9.77,36,2025-06-07,2025-06-20,Approved,Current
L003847,C01621,B015,Education,23000,12.18,24,2024-09-30,2024-10-19,Approved,Current
L003848,C01719,B019,Business,0,13.81,84,2025-01-03,2025-01-16,Rejected,Current
L003849,C00266,B010,Business,92800,12.58,48,2024-02-16,2024-02-18,Approved,Default
L003850,C00022,B015,Home,99200,12.82,48,2024-04-28,2024-04-30,Approved,Current
L003851,C02124,B027,Business,169700,8.87,36,2025-02-09,2025-02-17,Approved,Current
L003852,C01511,B028,Business,135100,8.99,60,2025-03-30,2025-04-04,Approved,Current
L003853,C03853,B022,Home,306500,13.18,48,2023-02-13,2023-02-24,Approved,Current
L003854,C04776,B010,Education,0,14.16,60,2023-02-27,2023-03-01,Rejected,Current
L003855,C02939,B013,Business,177400,12.54,72,2024-08-29,2024-09-04,Approved,Current
L003856,C03423,B028,Education,0,13.1,60,2024-01-25,2024-02-06,Rejected,Current
L003857,C00240,B019,Business,0,9.89,60,2025-02-25,2025-03-03,Rejected,Current
L003858,C00051,B017,Business,155400,11.68,60,2025-10-25,2025-11-10,Approved,Current
L003859,C03008,B015,Education,32500,11.44,48,2024-03-10,2024-03-29,Approved,Current
L003860,C00476,B011,Home,77000,13.48,60,2023-05-03,2023-05-21,Approved,Default
L003861,C02005,B012,Business,85900,12.72,24,2025-10-10,2025-10-19,Approved,Current
L003862,C04990,B020,Personal,13800,9.17,36,2024-09-17,2024-10-04,Approved,Current
L003863,C00157,B030,Auto,33500,15.37,72,2025-08-09,2025-08-29,Approved,Current
L003864,C04762,B016,Business,166600,16.81,24,2025-01-28,2025-02-14,Approved,Default
L003865,C02784,B015,Auto,13000,13.9,48,2025-05-25,2025-05-28,Approved,Current
L003866,C02020,B020,Business,74400,11.89,48,2023-01-18,2023-02-02,Approved,Current
L003867,C01687,B018,Home,117700,12.11,36,2024-11-15,2024-11-25,Approved,Current
L003868,C04171,B027,Home,120500,12.32,72,2024-05-25,2024-06-13,Approved,Current
L003869,C03859,B022,Personal,11400,14.49,60,2024-12-22,2024-12-27,Approved,Current
L003870,C02415,B027,Personal,18700,10.96,60,2023-09-01,2023-09-14,Approved,Current
L003871,C02804,B013,Auto,42700,9.67,84,2023-01-09,2023-01-13,Approved,Current
L003872,C03250,B027,Auto,0,14.06,84,2025-06-16,2025-06-30,Rejected,Current
L003873,C02156,B005,Personal,19900,13.82,72,2023-05-02,2023-05-22,Approved,Default
L003874,C01827,B017,Personal,0,12.4,48,2024-04-24,2024-05-01,Rejected,Current
L003875,C03758,B002,Home,685100,12.19,36,2025-05-01,2025-05-07,Approved,Current
L003876,C00093,B022,Auto,0,12.72,60,2025-04-19,2025-04-30,Rejected,Current
L003877,C04277,B030,Auto,56100,13.66,72,2025-04-15,2025-04-26,Approved,Current
L003878,C00671,B003,Personal,0,13.44,84,2025-05-06,2025-05-24,Rejected,Current
L003879,C02144,B007,Business,252600,10.68,60,2024-06-26,2024-07-03,Approved,Current
L003880,C00232,B017,Personal,0,12.05,60,2023-10-02,2023-10-21,Rejected,Current
L003881,C03990,B015,Auto,20100,12.02,36,2023-03-12,2023-03-15,Approved,Current
L003882,C01603,B007,Personal,21300,11.23,36,2025-05-11,2025-05-20,Approved,Current
L003883,C02952,B003,Education,32100,13.14,60,2025-11-08,2025-11-22,Approved,Current
L003884,C01773,B029,Personal,28200,12.83,36,2025-12-12,2025-12-29,Approved,Current
L003885,C02067,B006,Auto,19800,13.32,36,2025-10-18,2025-10-21,Approved,Current
L003886,C01311,B017,Home,371200,11.51,48,2025-09-18,2025-09-24,Approved,Current
L003887,C00159,B027,Personal,0,11.78,72,2024-08-09,2024-08-20,Rejected,Current
L003888,C03779,B001,Personal,28600,12.51,84,2024-07-11,2024-07-24,Approved,Current
L003889,C01587,B017,Home,219400,16.61,36,2024-10-03,2024-10-17,Approved,Current
L003890,C00378,B022,Business,0,14.44,24,2024-11-09,2024-11-12,Rejected,Current
L003891,C03296,B002,Personal,20500,15.77,36,2023-04-01,2023-04-10,Approved,Current
L003892,C00714,B026,Auto,0,9.93,48,2025-07-03,2025-07-09,Rejected,Current
L003893,C04188,B008,Auto,94000,10.0,60,2023-12-25,2024-01-05,Approved,Current
L003894,C02224,B015,Personal,5900,12.64,48,2024-12-05,2024-12-13,Approved,Default
L003895,C04072,B025,Personal,24200,15.04,72,2024-02-23,2024-03-14,Approved,Current
L003896,C02783,B015,Education,28700,11.43,60,2024-06-06,2024-06-14,Approved,Current
L003897,C00738,B006,Home,0,12.75,48,2023-07-06,2023-07-21,Rejected,Current
L003898,C02501,B011,Personal,4900,13.5,60,2025-03-21,2025-04-05,Approved,Current
L003899,C03147,B009,Auto,44000,12.02,84,2025-05-06,2025-05-14,Approved,Current
L003900,C01864,B027,Personal,16800,11.19,36,2024-12-27,2025-01-09,Approved,Current
L003901,C00492,B013,Home,116900,11.58,36,2023-01-05,2023-01-20,Approved,Current
L003902,C03005,B012,Personal,18400,14.49,36,2025-03-10,2025-03-26,Approved,Current
L003903,C03614,B011,Education,23800,14.33,48,2023-10-30,2023-11-01,Approved,Current
L003904,C01530,B023,Home,0,12.08,48,2023-03-31,2023-04-03,Rejected,Current
L003905,C00946,B026,Education,29400,11.21,36,2024-07-15,2024-07-31,Approved,Current
L003906,C03641,B003,Home,254500,13.87,60,2023-12-21,2023-12-31,Approved,Default
L003907,C00702,B012,Home,136800,13.3,36,2023-07-21,2023-08-10,Approved,Current
L003908,C03957,B025,Education,0,12.77,60,2025-08-11,2025-08-12,Rejected,Current
L003909,C02485,B023,Home,196300,11.87,60,2024-11-25,2024-11-30,Approved,Current
